id,name,address,gender,dob,phone,adhaar_id,pan_id,degree,institute,adhaar_file,pan_file,degree_file,id_card_file,note_file
114,Dr. Indira Kakar,"589
Sant Chowk, Sangli-Miraj & Kupwad-751235",F,1939-09-02,04252197026,737788031969,THQXD7291X,MD,"Dayal, Jaggi and Goel Medical College",adhaar_114.png,pan_114.png,degree_114.pdf,id_114.png,note_114.png
115,Dr. Dominic Kulkarni,"H.No. 961, Guha Road, Etawah 468012",M,1925-07-27,03821503618,129912179941,MXGUF2779J,MBBS,Bhatti Group Medical College,adhaar_115.png,pan_115.png,degree_115.pdf,id_115.png,note_115.png
116,Dr. Pahal Dua,"639
Gupta Chowk
Surat 225094",F,1978-04-07,1211149514,656140702836,NQZEW2088V,BHMS,Baria-Iyengar Medical College,adhaar_116.png,pan_116.png,degree_116.pdf,id_116.png,note_116.png
117,Dr. Nandini Boase,"H.No. 48, Basu Street
Rourkela-271694",F,1941-02-02,09082278403,457210761365,PDXAA2370R,BAMS,"Sharma, Kumer and Om Medical College",adhaar_117.png,pan_117.png,degree_117.pdf,id_117.png,note_117.png
118,Dr. Aryan Kapoor,"H.No. 663
Bobal Street
Hubli–Dharwad-311708",M,1955-01-13,6181621376,201917121857,HZQYM1723I,MBBS,Vasa-Balay Medical College,adhaar_118.png,pan_118.png,degree_118.pdf,id_118.png,note_118.png
119,Dr. Dalaja Uppal,"21/717, Kunda Marg, Aurangabad 393401",F,1927-12-15,09050422702,955492816319,HCEWG1257Y,BHMS,"Bala, Narayanan and Soni Medical College",adhaar_119.png,pan_119.png,degree_119.pdf,id_119.png,note_119.png
120,Dr. Manbir Gulati,"12/200
Hans Road
Thrissur-496843",M,1953-04-11,02612313459,112506892782,YUJPB8488V,BAMS,Zacharia Inc Medical College,adhaar_120.png,pan_120.png,degree_120.pdf,id_120.png,note_120.png
121,Dr. Niharika Parmar,"H.No. 15, Dyal Circle, Nangloi Jat-107303",F,2019-09-17,07840259190,010785062678,FGVNZ8999K,BHMS,Tank and Sons Medical College,adhaar_121.png,pan_121.png,degree_121.pdf,id_121.png,note_121.png
122,Dr. Jeevika Pall,"525
Deep Nagar, Tirupati-630402",F,1914-12-14,+911273838100,837923396626,UHNFN6952C,MBBS,Sinha-Garg Medical College,adhaar_122.png,pan_122.png,degree_122.pdf,id_122.png,note_122.png
123,Dr. Gauri Sarna,"18, Chandran Chowk
Karnal 733118",F,1919-04-25,4918722339,471797680080,OIKXV0786U,BAMS,"Babu, Kapur and Virk Medical College",adhaar_123.png,pan_123.png,degree_123.pdf,id_123.png,note_123.png
124,Dr. Faras Mander,"36/105
Saran Nagar, Gangtok-743910",M,2014-11-25,02411791227,694778465721,YMYCM6761Z,BAMS,Bhargava and Sons Medical College,adhaar_124.png,pan_124.png,degree_124.pdf,id_124.png,note_124.png
125,Dr. Lohit Kuruvilla,"H.No. 01
Bedi Circle
Motihari 271702",M,1915-02-21,+917090496807,291606508887,WRFKU7540B,BHMS,Ben-Ganesh Medical College,adhaar_125.png,pan_125.png,degree_125.pdf,id_125.png,note_125.png
126,Dr. Dalaja Sahota,"38/610
Chaudry Path, Delhi 076944",F,2018-03-21,2237154307,212236406036,TMKXQ9065O,MBBS,Lal LLC Medical College,adhaar_126.png,pan_126.png,degree_126.pdf,id_126.png,note_126.png
127,Dr. Arin Chakrabarti,"H.No. 73
Rana Circle, Bellary-136059",M,2011-08-27,05277751335,699700830300,BJAIB8943R,MD,Sandal PLC Medical College,adhaar_127.png,pan_127.png,degree_127.pdf,id_127.png,note_127.png
128,Dr. Yuvraj Murty,"08, Sheth Street, Phusro 416554",M,1968-07-06,00554856525,385205569523,LIKFE2718Z,MBBS,"Basak, Swaminathan and Lata Medical College",adhaar_128.png,pan_128.png,degree_128.pdf,id_128.png,note_128.png
129,Dr. Krisha Munshi,"55, Chadha Road
Bijapur 454235",F,1968-05-18,+918557454814,760615778477,WZRMW9147B,MBBS,Barad Ltd Medical College,adhaar_129.png,pan_129.png,degree_129.pdf,id_129.png,note_129.png
130,Dr. Neha Prabhakar,"39/630, Lalla Chowk
Faridabad 125089",F,1952-12-15,02748664329,894950202642,LQYZI5389L,MBBS,"Bandi, Sarna and Sankar Medical College",adhaar_130.png,pan_130.png,degree_130.pdf,id_130.png,note_130.png
131,Dr. Tejas Panchal,"26
Krish Street, Madurai-860162",M,2002-12-22,7560553826,034582105339,MNOGD2575O,MD,"Ramaswamy, Venkataraman and Sem Medical College",adhaar_131.png,pan_131.png,degree_131.pdf,id_131.png,note_131.png
132,Dr. Siddharth Date,"H.No. 229
Dewan Path
Alappuzha-801792",M,1917-05-09,7995179966,479029159208,IQLRA7257F,MBBS,Chawla LLC Medical College,adhaar_132.png,pan_132.png,degree_132.pdf,id_132.png,note_132.png
133,Dr. Pranav Warrior,"50/674, Bansal Marg
Bhagalpur 856836",M,1957-02-16,03194961741,117677516571,UVVXJ4802F,BHMS,Shankar and Sons Medical College,adhaar_133.png,pan_133.png,degree_133.pdf,id_133.png,note_133.png
134,Dr. Xalak Goswami,"36, Dube Ganj
Miryalaguda-453651",F,1955-01-31,04902997587,442302798958,VIVWI6960B,MBBS,Bhatti-Mukherjee Medical College,adhaar_134.png,pan_134.png,degree_134.pdf,id_134.png,note_134.png
135,Dr. Jasmit Nayar,"H.No. 65
Dey Marg
Kharagpur 077311",F,1961-09-04,1162780881,192809151670,HSJAH7558V,BHMS,Bhatt LLC Medical College,adhaar_135.png,pan_135.png,degree_135.pdf,id_135.png,note_135.png
136,Dr. Chaman Nori,"H.No. 678, Dutta Circle
Panvel 611563",F,2012-10-25,+915669804027,289658084105,KFWKN6825R,MD,Parmar Ltd Medical College,adhaar_136.png,pan_136.png,degree_136.pdf,id_136.png,note_136.png
137,Dr. Forum Pai,"18, Nazareth Path
Orai-827173",F,2020-09-25,04863993008,924984928785,UJERZ1145G,MBBS,Khurana-Ratta Medical College,adhaar_137.png,pan_137.png,degree_137.pdf,id_137.png,note_137.png
138,Dr. Jai Dhawan,"37, Majumdar Path
Aizawl 602171",M,1979-04-28,4019162825,996287087671,QTXXU3474A,BHMS,"Mammen, Saxena and Dalal Medical College",adhaar_138.png,pan_138.png,degree_138.pdf,id_138.png,note_138.png
139,Dr. Jhalak Gara,"048, Khatri Street, Kalyan-Dombivli-367775",F,1919-03-13,02126525527,555056696050,MEMBJ1509A,BHMS,"Kalla, Wali and Chada Medical College",adhaar_139.png,pan_139.png,degree_139.pdf,id_139.png,note_139.png
140,Dr. Garima Nigam,"67, Reddy Marg, Hapur 813516",F,1926-05-16,02929932630,788117653058,EIVCV2101R,MD,"Kothari, Vasa and Sengupta Medical College",adhaar_140.png,pan_140.png,degree_140.pdf,id_140.png,note_140.png
141,Dr. Manthan Comar,"H.No. 12
Krishnan Ganj, Sasaram 517210",M,1996-08-29,2634101771,142019483388,OYRXZ2376R,MD,"Panchal, Magar and Chaudhry Medical College",adhaar_141.png,pan_141.png,degree_141.pdf,id_141.png,note_141.png
142,Dr. Luke Chhabra,"85/361, Dey Path
Phagwara 640287",M,1976-11-20,+918405567159,463145141479,PFLNC6555K,BAMS,Balakrishnan-Datta Medical College,adhaar_142.png,pan_142.png,degree_142.pdf,id_142.png,note_142.png
143,Dr. Robert Raghavan,"H.No. 036
Sinha Circle, Aurangabad 353154",M,2008-10-01,1121234911,818048478422,MQYGI0379T,BAMS,Dyal-Suri Medical College,adhaar_143.png,pan_143.png,degree_143.pdf,id_143.png,note_143.png
144,Dr. Garima Sengupta,"H.No. 13
Gade Path, Imphal-181277",F,2015-11-29,5425554217,296677335810,ODLPI6920B,MBBS,Sandal-Bhargava Medical College,adhaar_144.png,pan_144.png,degree_144.pdf,id_144.png,note_144.png
145,Dr. Mekhala Pradhan,"37/98
Mohanty Road
Nagpur 162368",F,1941-09-29,+913117460924,018601359246,LZTFK4677D,BHMS,Buch Ltd Medical College,adhaar_145.png,pan_145.png,degree_145.pdf,id_145.png,note_145.png
146,Dr. Kiaan Solanki,"H.No. 33
Narasimhan Nagar
Jamalpur-648564",M,1921-06-08,2063959125,212119910494,CUKPM6740J,MBBS,"Iyer, Pillay and Rama Medical College",adhaar_146.png,pan_146.png,degree_146.pdf,id_146.png,note_146.png
147,Dr. Zansi Sahota,"52/544
Sura Road
Thoothukudi 379812",F,1943-08-13,05048266924,273111040194,GNIRA5583E,BHMS,"Sundaram, Gupta and Mane Medical College",adhaar_147.png,pan_147.png,degree_147.pdf,id_147.png,note_147.png
148,Dr. Ekbal Subramanian,"70/555, Majumdar Nagar, Madurai-971045",M,1931-12-25,+917641387384,644921978757,UETAO4645C,BAMS,Narang-Kannan Medical College,adhaar_148.png,pan_148.png,degree_148.pdf,id_148.png,note_148.png
149,Dr. Aishani Hegde,"H.No. 776
Dara Circle
Singrauli-199788",F,2002-05-07,08686634924,222242114153,LNMUJ0691B,BAMS,Mand Ltd Medical College,adhaar_149.png,pan_149.png,degree_149.pdf,id_149.png,note_149.png
150,Dr. Frederick Lad,"635, Swaminathan
Jammu-807610",M,1943-04-30,01255277626,154966130401,ZKDUB7054L,BAMS,Zacharia-Kuruvilla Medical College,adhaar_150.png,pan_150.png,degree_150.pdf,id_150.png,note_150.png
151,Dr. Sneha Khanna,"581, Chana Street, Morbi-138120",F,1944-10-31,03161629298,591996273912,QPPAM1005J,BHMS,Kohli PLC Medical College,adhaar_151.png,pan_151.png,degree_151.pdf,id_151.png,note_151.png
152,Dr. Bahadurjit Agarwal,"H.No. 55, Sandal Circle, Phagwara 867799",M,1929-04-22,5796837928,826990945566,LXQNW6381V,BHMS,Handa LLC Medical College,adhaar_152.png,pan_152.png,degree_152.pdf,id_152.png,note_152.png
153,Dr. Jeet Prabhakar,"H.No. 597
Pau Marg, Giridih 819211",M,1984-04-24,05641829102,586526206351,NYRIK9347I,MD,Shere-Sood Medical College,adhaar_153.png,pan_153.png,degree_153.pdf,id_153.png,note_153.png
154,Dr. Anay Shroff,"75/178
Buch Circle
Anantapuram 552800",M,2023-05-09,01088137068,192053153553,WUTAA7693R,BHMS,Shere and Sons Medical College,adhaar_154.png,pan_154.png,degree_154.pdf,id_154.png,note_154.png
155,Dr. Yashica Nazareth,"03/454
Gulati Street
Ichalkaranji 526193",F,1976-05-18,+918583898192,677050896087,ZQMVN5034L,BAMS,More LLC Medical College,adhaar_155.png,pan_155.png,degree_155.pdf,id_155.png,note_155.png
156,Dr. Jagat Mitter,"58/07, Dewan Nagar, Ongole 956133",M,1927-05-28,9562224604,612295883074,OHIDV9955K,MBBS,Sarin-Brar Medical College,adhaar_156.png,pan_156.png,degree_156.pdf,id_156.png,note_156.png
157,Dr. Maya Badami,"30
Chaudhary Zila
Fatehpur-584076",F,2018-08-27,03724307718,518837474636,YFQQT7083Z,BAMS,"Nath, Jaggi and Patla Medical College",adhaar_157.png,pan_157.png,degree_157.pdf,id_157.png,note_157.png
158,Dr. Eta Virk,"46/937, Mitter Chowk, Sonipat-045151",F,2004-05-29,04733917906,632157020378,UFJXI6667F,BAMS,Sankaran-Sibal Medical College,adhaar_158.png,pan_158.png,degree_158.pdf,id_158.png,note_158.png
159,Dr. Sneha Merchant,"H.No. 47
Bhattacharyya Road
Kottayam 518599",F,1966-03-15,3331090442,803975857247,INFKV4077S,MBBS,Andra-Verma Medical College,adhaar_159.png,pan_159.png,degree_159.pdf,id_159.png,note_159.png
160,Dr. Anjali Bhatnagar,"H.No. 74
Roy Circle
Korba-993422",F,2023-07-15,08185656396,986947517111,XYAKD4827W,MD,"Sunder, Baria and Nadig Medical College",adhaar_160.png,pan_160.png,degree_160.pdf,id_160.png,note_160.png
161,Dr. Hemani Raj,"414
Shankar Road, Chittoor 926208",F,1970-01-02,+914540197596,037909918146,BHIFM8074L,MD,Mallick-Bali Medical College,adhaar_161.png,pan_161.png,degree_161.pdf,id_161.png,note_161.png
162,Dr. Edhitha Vohra,"99/564
Gade Zila
Sirsa-979308",F,2025-12-10,6150994973,272360070867,BJZOL7170J,BHMS,"Pandya, Sachdev and Tiwari Medical College",adhaar_162.png,pan_162.png,degree_162.pdf,id_162.png,note_162.png
163,Dr. Daksh Kamdar,"H.No. 66
Bains Zila, Bhubaneswar-443026",M,1941-03-08,+914183511357,404817081418,NEPHU4796U,MD,"D’Alia, Pall and Dani Medical College",adhaar_163.png,pan_163.png,degree_163.pdf,id_163.png,note_163.png
164,Dr. Damyanti Mani,"05/20, Bassi Zila, Lucknow 161477",F,1919-07-07,2962050962,885219970432,ESLNF5177D,BHMS,"Patla, Mangal and Mander Medical College",adhaar_164.png,pan_164.png,degree_164.pdf,id_164.png,note_164.png
165,Dr. Balendra Morar,"H.No. 958
Dara Street
Panchkula 825708",M,1991-06-15,9198735894,202338770077,ZUEAT8912O,BHMS,Tailor Group Medical College,adhaar_165.png,pan_165.png,degree_165.pdf,id_165.png,note_165.png
166,Dr. Yashasvi Pant,"11
Dhawan, Aurangabad 460049",F,1914-02-02,04115294950,663636880230,DIMKE6995K,BHMS,"Rajan, Butala and Shenoy Medical College",adhaar_166.png,pan_166.png,degree_166.pdf,id_166.png,note_166.png
167,Dr. Advay Om,"00/879, Virk Zila, Ajmer-111633",M,1987-11-10,7939124332,302615210984,FMRMB5653S,MBBS,Chaudhari Group Medical College,adhaar_167.png,pan_167.png,degree_167.pdf,id_167.png,note_167.png
168,Dr. Yashoda Dua,"92, Gala Path, Kumbakonam-480677",F,2012-08-28,01019951162,069489317753,SBCRF5150U,BAMS,Bal-Dugal Medical College,adhaar_168.png,pan_168.png,degree_168.pdf,id_168.png,note_168.png
169,Dr. Zashil Anne,"75
Thaman Road, Eluru-032935",M,1963-08-17,7242308998,401813488030,HBLMU5113I,BAMS,"Barad, Maharaj and Mody Medical College",adhaar_169.png,pan_169.png,degree_169.pdf,id_169.png,note_169.png
170,Dr. Suhani Nayak,"H.No. 084, Narain
Thane-798216",F,1929-01-29,6086598513,558175584729,CXJNO3657A,MBBS,Minhas PLC Medical College,adhaar_170.png,pan_170.png,degree_170.pdf,id_170.png,note_170.png
171,Dr. Aarna Sarraf,"H.No. 33, Ganesh Street, Khammam-163751",F,1997-10-24,+916005145587,775745816454,DQHFW7840D,BAMS,Ahuja-Chaudhuri Medical College,adhaar_171.png,pan_171.png,degree_171.pdf,id_171.png,note_171.png
172,Dr. Janaki Bora,"62, Pal Road, Mahbubnagar 991247",F,1958-06-18,2929212581,415254533563,HLKXT8300L,MD,Prabhu and Sons Medical College,adhaar_172.png,pan_172.png,degree_172.pdf,id_172.png,note_172.png
173,Dr. Darpan Kumar,"54, Srinivasan Marg
Bihar Sharif-592358",M,1967-02-25,1431161230,992405778900,UXSFE7795Q,MD,Bassi-Sandal Medical College,adhaar_173.png,pan_173.png,degree_173.pdf,id_173.png,note_173.png
174,Dr. Liam Bala,"22, Bora, Ulhasnagar 617039",M,1949-08-12,+914192785525,728671352151,ZTPAE4474X,BAMS,"Khanna, Din and Samra Medical College",adhaar_174.png,pan_174.png,degree_174.pdf,id_174.png,note_174.png
175,Dr. Yashawini Tripathi,"15/76, Virk Nagar
Etawah-743754",F,1971-01-28,+919392977357,935286071460,AVXKM6222P,MBBS,Iyengar-Kapadia Medical College,adhaar_175.png,pan_175.png,degree_175.pdf,id_175.png,note_175.png
176,Dr. Banjeet Mallick,"H.No. 624, Sama Ganj
Kishanganj 418422",M,2007-12-10,8792923121,543662062283,TMRDP3665F,BHMS,Ray Group Medical College,adhaar_176.png,pan_176.png,degree_176.pdf,id_176.png,note_176.png
177,Dr. Hemangini Dara,"85/03
Bawa
Mumbai-592903",F,1980-03-07,02566006094,036489375782,WCZKW4662X,MBBS,Sule and Sons Medical College,adhaar_177.png,pan_177.png,degree_177.pdf,id_177.png,note_177.png
178,Dr. Pratyush Borra,"H.No. 942
Uppal Zila
Sambalpur-534042",M,2021-08-01,+919239568606,752368281125,HXZXG2111R,BAMS,"Shanker, Srinivas and Chokshi Medical College",adhaar_178.png,pan_178.png,degree_178.pdf,id_178.png,note_178.png
179,Dr. Lakshmi Kade,"045, Raj Circle
Solapur 226702",F,1979-07-10,5826006609,009170819865,DZZWG3587R,BHMS,Raval-Deep Medical College,adhaar_179.png,pan_179.png,degree_179.pdf,id_179.png,note_179.png
180,Dr. Dipta Apte,"H.No. 52, Agate Road, Khammam-674587",F,2004-04-18,+915836678063,977085208350,ESVEC6512G,MD,"Lad, Rout and Khatri Medical College",adhaar_180.png,pan_180.png,degree_180.pdf,id_180.png,note_180.png
181,Dr. Omisha Rege,"H.No. 57, Sahni Ganj
Danapur 965975",F,1946-01-14,3865971399,682907864953,XZLEP7810E,BAMS,Agate LLC Medical College,adhaar_181.png,pan_181.png,degree_181.pdf,id_181.png,note_181.png
182,Dr. Ucchal Deo,"19
Dubey Zila, Bijapur-410426",F,1969-09-20,03866485255,492724034130,ZWNFE2430X,MD,Magar LLC Medical College,adhaar_182.png,pan_182.png,degree_182.pdf,id_182.png,note_182.png
183,Dr. Samarth Majumdar,"12/39
Badami Chowk, Srinagar 093750",M,2010-03-18,08046756497,203755340852,QJPLM5444K,BAMS,"Dara, Panchal and Handa Medical College",adhaar_183.png,pan_183.png,degree_183.pdf,id_183.png,note_183.png
184,Dr. Raagini Raj,"03, Shroff Circle
Gwalior-950152",F,1965-04-12,06880786932,772149514004,LYZXL0707F,BAMS,Upadhyay Ltd Medical College,adhaar_184.png,pan_184.png,degree_184.pdf,id_184.png,note_184.png
185,Dr. Ikbal Randhawa,"48
Hans Zila
Howrah-888098",M,1966-06-17,08021959745,741285990876,ANKVU4799K,BAMS,"Karan, Prakash and Nagy Medical College",adhaar_185.png,pan_185.png,degree_185.pdf,id_185.png,note_185.png
186,Dr. Kala Hayre,"H.No. 954, Padmanabhan Road
Sambalpur-377605",F,1937-06-06,1241045511,989796713284,UPDBY5809E,MD,"Sathe, Ganesh and Babu Medical College",adhaar_186.png,pan_186.png,degree_186.pdf,id_186.png,note_186.png
187,Dr. Bhavya Palla,"37/796
Tank
Nagaon-167929",F,1928-04-03,6021056510,182208300144,RLAJG2076D,MBBS,Golla-Yohannan Medical College,adhaar_187.png,pan_187.png,degree_187.pdf,id_187.png,note_187.png
188,Dr. Nandini Krishnamurthy,"982, Sachdev Chowk
Amaravati 225955",F,1995-01-23,06984234418,854829228113,PJFRM4647G,BHMS,"Chad, Nadig and Sampath Medical College",adhaar_188.png,pan_188.png,degree_188.pdf,id_188.png,note_188.png
189,Dr. Zayyan Krishna,"H.No. 967
Vora Road
Rajkot 697103",M,1917-09-22,+913037973379,079885196143,UKJLO7039O,MBBS,Narayanan-Jayaraman Medical College,adhaar_189.png,pan_189.png,degree_189.pdf,id_189.png,note_189.png
190,Dr. Gaurangi Dayal,"73/345
Dhar Zila, Bulandshahr 938454",F,1924-07-13,01519041851,597637830171,NEZII4710B,MD,Cheema-Joshi Medical College,adhaar_190.png,pan_190.png,degree_190.pdf,id_190.png,note_190.png
191,Dr. Neel Mody,"150
Sant Ganj, Panipat-812153",M,1974-07-03,+919613183251,713518070901,EWOKS1647N,BAMS,Taneja-Majumdar Medical College,adhaar_191.png,pan_191.png,degree_191.pdf,id_191.png,note_191.png
192,Dr. Charles Mukhopadhyay,"H.No. 06, Baral Circle
Raiganj-290595",M,1941-12-08,09488964770,510615542387,SOAXL2247P,BHMS,"Wable, Wadhwa and Samra Medical College",adhaar_192.png,pan_192.png,degree_192.pdf,id_192.png,note_192.png
193,Dr. Sachi Karpe,"H.No. 804
Seshadri Nagar, Adoni 540436",F,1926-09-17,7973535120,775435142284,ETMCD8185X,MD,Bhatti PLC Medical College,adhaar_193.png,pan_193.png,degree_193.pdf,id_193.png,note_193.png
194,Dr. Yadavi Shankar,"H.No. 24
Naidu Zila, Chennai-266551",F,1935-12-05,04233896065,944232896830,RONKL5272K,MBBS,"Pandey, Mittal and Borah Medical College",adhaar_194.png,pan_194.png,degree_194.pdf,id_194.png,note_194.png
195,Dr. Tristan Pandit,"35/743
Dhar Circle, Raipur-763606",M,1987-10-04,2961426090,482727233268,FELDP9696N,MBBS,Chowdhury-Mahajan Medical College,adhaar_195.png,pan_195.png,degree_195.pdf,id_195.png,note_195.png
196,Dr. Falguni Mall,"933
Brar Path, Chittoor 004356",F,1993-10-22,02289420915,428516714967,FNVVW5108R,MD,Sahni Group Medical College,adhaar_196.png,pan_196.png,degree_196.pdf,id_196.png,note_196.png
197,Dr. Udant Behl,"42, Sastry Chowk, Giridih 413064",M,1992-05-26,09004802434,621172151308,GVCFL8131S,MD,"Agarwal, Warrior and Hora Medical College",adhaar_197.png,pan_197.png,degree_197.pdf,id_197.png,note_197.png
198,Dr. Idika Hari,"23, Bajwa Road
Machilipatnam 429629",F,1963-03-23,+918456540584,075915329866,PYSHI6756G,BAMS,Chaudhary PLC Medical College,adhaar_198.png,pan_198.png,degree_198.pdf,id_198.png,note_198.png
199,Dr. Laban Bhavsar,"09/389
Pradhan Path
Burhanpur 827314",M,1941-11-09,9907783757,755809788968,UPVNB2634Q,BHMS,"Dua, Pradhan and Dara Medical College",adhaar_199.png,pan_199.png,degree_199.pdf,id_199.png,note_199.png
200,Dr. Samuel Sur,"52, Brahmbhatt
Jabalpur 040382",M,1936-08-21,07124317753,720375829186,KULNA5245W,BHMS,Acharya Group Medical College,adhaar_200.png,pan_200.png,degree_200.pdf,id_200.png,note_200.png
